,0,1,2,3,4,5,6,7,8,9
0,0,10,17,19,22,23,29,30,53,53
1,0,10,18,19,20,22,29,30,51,53
2,0,10,17,19,20,21,25,29,30,53
3,0,10,18,19,20,24,29,30,53,53
4,0,10,18,19,20,22,24,28,29,53
5,0,10,18,22,28,29,30,42,45,53
6,0,10,18,19,24,29,30,44,51,53
7,0,10,17,20,22,29,31,42,50,53
8,0,10,18,19,23,24,29,30,52,53
9,0,10,17,18,20,29,30,42,53,53
