,0,1,2,3,4,5,6,7,8,9
0,0,10,13,14,16,19,22,26,36,53
1,0,10,13,14,16,19,22,26,36,53
2,0,10,13,14,16,19,22,26,36,53
3,0,10,13,14,16,19,22,26,36,53
4,0,10,13,14,16,19,22,26,36,53
5,0,10,13,14,16,19,22,26,36,53
6,0,10,13,14,16,19,22,26,36,53
7,0,10,13,14,16,19,22,26,36,53
8,0,10,13,14,16,19,22,26,36,53
9,0,10,13,14,16,19,22,26,36,53
