,0,1,2,3,4,5,6,7,8,9
0,0,10,19,21,24,25,26,27,32,53
1,0,10,19,21,24,25,26,27,32,53
2,0,10,19,21,24,25,26,27,32,53
3,0,10,19,21,24,25,26,27,32,53
4,0,10,19,21,24,25,26,27,32,53
5,0,10,19,21,24,25,26,27,32,53
6,0,10,19,21,24,25,26,27,32,53
7,0,10,19,21,24,25,26,27,32,53
8,0,10,19,21,24,25,26,27,32,53
9,0,10,19,21,24,25,26,27,32,53
