,0
0,0.23466810085353193
1,0.24297619809380067
2,0.13266862158630166
3,0.14227402085921065
4,0.17150780423880488
5,0.17553034398975084
6,0.17170691704872576
7,0.17819871155096426
8,0.17366626950908648
9,0.17506754080285084
10,0.17466142653355482
11,0.17056096199965418
12,0.18133941889942234
13,0.17898846801629484
14,0.17673466939018706
15,0.1793058902053933
16,0.18105116571944097
17,0.1806227641860514
18,0.18036994054047367
19,0.17879192288638993
